机构原始名称,机构译名,机构标准名,规则来源,备注,映射方式
Univ Rostock,罗斯托克大学,罗斯托克大学,高频补齐,高频缩写人工补齐
Sungkyunkwan Univ SKKU,成均馆大学,成均馆大学,高频补齐,高频缩写人工补齐
Paul Scherrer Inst,保罗谢勒研究所,保罗谢勒研究所,高频补齐,高频缩写人工补齐
Jadavpur Univ,贾达普大学,贾达普大学,高频补齐,高频缩写人工补齐
Gubkin Univ,古勃金俄罗斯国立石油天然气大学,古勃金俄罗斯国立石油天然气大学,高频补齐,高频缩写人工补齐
IM Gubkin Russian State Univ Oil & Gas,古勃金俄罗斯国立石油天然气大学,古勃金俄罗斯国立石油天然气大学,高频补齐,高频缩写人工补齐
Beijing Univ Civil Engn & Architecture,北京建筑大学,北京建筑大学,高频补齐,高频缩写人工补齐
Liaoning Tech Univ,辽宁工程技术大学,辽宁工程技术大学,高频补齐,高频缩写人工补齐
Changchun Univ Sci & Technol,长春理工大学,长春理工大学,高频补齐,高频缩写人工补齐
Qufu Normal Univ,曲阜师范大学,曲阜师范大学,高频补齐,高频缩写人工补齐
Nantong Univ,南通大学,南通大学,高频补齐,高频缩写人工补齐
Ajou Univ,亚洲大学（韩国）,亚洲大学（韩国）,高频补齐,高频缩写人工补齐
Wuyi Univ,五邑大学,五邑大学,高频补齐,高频缩写人工补齐
Langfang Branch,中国石油勘探开发研究院廊坊分院,中国石油天然气股份有限公司,同族归并,按同族高频变体统一到中石油勘探开发研究院体系
Geophysical Research Institute,中国石化地球物理研究院,中国石油化工股份有限公司,同族归并,按 Sinopec Geophysical Research Institute 同族高频变体归并
Foshan Univ,佛山大学,佛山大学,官网核名,采用学校现用官方中文名
Lappeenranta Univ Technol,拉彭兰塔理工大学,拉彭兰塔理工大学,高频补齐,按机构原始英文名对应中文常用译名
Ton Duc Thang Univ,孙德胜大学,孙德胜大学,高频补齐,高频缩写人工补齐
Washington Univ,圣路易斯华盛顿大学,圣路易斯华盛顿大学,高频补齐,按英文词序区分 Washington University
Univ Washington,华盛顿大学（美国）,华盛顿大学（美国）,高频补齐,按英文词序区分 University of Washington
Western Univ,西安大略大学,西安大略大学,高频补齐,按学校现用英文名统一
Univ Malaysia Pahang,马来西亚彭亨大学,马来西亚彭亨大学,高频补齐,高频缩写人工补齐
Natl Res Tomsk Polytech Univ,托木斯克理工大学,托木斯克理工大学,高频补齐,高频缩写人工补齐
Univ Kebangsaan Malaysia,马来西亚国民大学,马来西亚国民大学,高频补齐,高频缩写人工补齐
Univ Isfahan,伊斯法罕大学,伊斯法罕大学,高频补齐,高频缩写人工补齐
Macquarie Univ,麦考瑞大学,麦考瑞大学,高频补齐,高频缩写人工补齐
Zhejiang Ocean Univ,浙江海洋大学,浙江海洋大学,高频补齐,高频缩写人工补齐
Univ Johannesburg,约翰内斯堡大学,约翰内斯堡大学,高频补齐,高频缩写人工补齐
Univ Calif Santa Barbara,加州大学圣巴巴拉分校,加州大学圣巴巴拉分校,高频补齐,高频缩写人工补齐
Lehigh Univ,利哈伊大学,利哈伊大学,高频补齐,高频缩写人工补齐
Univ Lyon 1,里昂第一大学,里昂第一大学,高频补齐,高频缩写人工补齐
Chongqing Technol & Business Univ,重庆工商大学,重庆工商大学,高频补齐,高频缩写人工补齐
Griffith Univ,格里菲斯大学,格里菲斯大学,高频补齐,高频缩写人工补齐
Univ Duisburg Essen,杜伊斯堡-埃森大学,杜伊斯堡-埃森大学,高频补齐,高频缩写人工补齐
Virginia Polytech Inst & State Univ,弗吉尼亚理工大学,弗吉尼亚理工大学,高频补齐,高频缩写人工补齐
Univ Malaga,马拉加大学,马拉加大学,高频补齐,高频缩写人工补齐
Univ Liege,列日大学,列日大学,高频补齐,高频缩写人工补齐
Tech Univ Clausthal,克劳斯塔尔工业大学,克劳斯塔尔工业大学,高频补齐,高频缩写人工补齐
Sorbonne Univ,索邦大学,索邦大学,高频补齐,高频缩写人工补齐
Univ Genoa,热那亚大学,热那亚大学,高频补齐,高频缩写人工补齐
Ningbo Univ Technol,宁波工程学院,宁波工程学院,高频补齐,高频缩写人工补齐
Changchun Univ Technol,长春工业大学,长春工业大学,高频补齐,高频缩写人工补齐
Kansas State Univ,堪萨斯州立大学,堪萨斯州立大学,高频补齐,高频缩写人工补齐
Colorado State Univ,科罗拉多州立大学,科罗拉多州立大学,高频补齐,高频缩写人工补齐
Xihua Univ,西华大学,西华大学,高频补齐,高频缩写人工补齐
Univ Palermo,巴勒莫大学,巴勒莫大学,高频补齐,高频缩写人工补齐
Shahid Bahonar Univ Kerman,克尔曼沙希德巴霍纳尔大学,克尔曼沙希德巴霍纳尔大学,高频补齐,高频缩写人工补齐
Shahid Beheshti Univ,沙希德贝赫什提大学,沙希德贝赫什提大学,高频补齐,高频缩写人工补齐
Harvard Univ,哈佛大学,哈佛大学,高频补齐,高频缩写人工补齐
Univ Ljubljana,卢布尔雅那大学,卢布尔雅那大学,高频补齐,高频缩写人工补齐
Anhui Agr Univ,安徽农业大学,安徽农业大学,高频补齐,高频缩写人工补齐
Jiaxing Univ,嘉兴大学,嘉兴大学,高频补齐,高频缩写人工补齐
Los Alamos Natl Lab,洛斯阿拉莫斯国家实验室,洛斯阿拉莫斯国家实验室,高频补齐,高频缩写人工补齐
Swedish Univ Agr Sci,瑞典农业科学大学,瑞典农业科学大学,高频补齐,高频缩写人工补齐
Wageningen Univ,瓦赫宁根大学,瓦赫宁根大学,高频补齐,高频缩写人工补齐
Univ North Dakota,北达科他大学,北达科他大学,高频补齐,高频缩写人工补齐
Aston Univ,阿斯顿大学,阿斯顿大学,高频补齐,高频缩写人工补齐
Banaras Hindu Univ,贝拿勒斯印度教大学,贝拿勒斯印度教大学,高频补齐,高频缩写人工补齐
Chongqing Univ Technol,重庆理工大学,重庆理工大学,高频补齐,高频缩写人工补齐
Gubkin Russian State Univ Oil & Gas,古勃金俄罗斯国立石油天然气大学,古勃金俄罗斯国立石油天然气大学,高频补齐,高频缩写人工补齐
Nanjing Univ Posts & Telecommun,南京邮电大学,南京邮电大学,高频补齐,高频缩写人工补齐
Tokyo Univ Agr & Technol,东京农工大学,东京农工大学,高频补齐,高频缩写人工补齐
Univ Exeter,埃克塞特大学,埃克塞特大学,高频补齐,高频缩写人工补齐
Shandong Normal Univ,山东师范大学,山东师范大学,高频补齐,高频缩写人工补齐
Rensselaer Polytech Inst,伦斯勒理工学院,伦斯勒理工学院,高频补齐,高频缩写人工补齐
Univ Southampton,南安普顿大学,南安普顿大学,高频补齐,高频缩写人工补齐
Univ Penn,宾夕法尼亚大学,宾夕法尼亚大学,高频补齐,高频缩写人工补齐
Univ Cadiz,加的斯大学,加的斯大学,高频补齐,高频缩写人工补齐
Korea Inst Geosci & Mineral Resources,韩国地质资源研究院,韩国地质资源研究院,高频补齐,高频缩写人工补齐
Kobe Univ,神户大学,神户大学,高频补齐,高频缩写人工补齐
Gazi Univ,加济大学,加济大学,高频补齐,高频缩写人工补齐
Dalian Natl Lab Clean Energy,大连洁净能源国家实验室,大连洁净能源国家实验室,高频补齐,高频缩写人工补齐
Henan Univ Sci & Technol,河南科技大学,河南科技大学,高频补齐,高频缩写人工补齐
Dalhousie Univ,达尔豪斯大学,达尔豪斯大学,高频补齐,高频缩写人工补齐
Minist Land & Resources,中国国土资源部,中国国土资源部,高频补齐,政府部门历史名称
Ludong Univ,鲁东大学,鲁东大学,高频补齐,高频缩写人工补齐
Guangdong Univ Petrochem Technol,广东石油化工学院,广东石油化工学院,高频补齐,高频缩写人工补齐
Univ Bremen,不来梅大学,不来梅大学,高频补齐,高频缩写人工补齐
Ulsan Natl Inst Sci & Technol UNIST,蔚山科学技术院,蔚山科学技术院,高频补齐,高频缩写人工补齐
Tianjin Univ Commerce,天津商业大学,天津商业大学,高频补齐,高频缩写人工补齐
Shanghai Normal Univ,上海师范大学,上海师范大学,高频补齐,高频缩写人工补齐
Macau Univ Sci & Technol,澳门科技大学,澳门科技大学,高频补齐,高频缩写人工补齐
Liaoning Petrochem Univ,辽宁石油化工大学,辽宁石油化工大学,高频补齐,高频缩写人工补齐
Kasetsart Univ,泰国农业大学,泰国农业大学,高频补齐,高频缩写人工补齐
Waseda Univ,早稻田大学,早稻田大学,高频补齐,高频缩写人工补齐
Univ Nova Lisboa,新里斯本大学,新里斯本大学,高频补齐,高频缩写人工补齐
Univ Fed Espirito Santo,圣埃斯皮里图联邦大学,圣埃斯皮里图联邦大学,高频补齐,高频缩写人工补齐
Univ Poitiers,普瓦捷大学,普瓦捷大学,高频补齐,高频缩写人工补齐
Tunghai Univ,东海大学,东海大学,高频补齐,高频缩写人工补齐
Minist Agr & Rural Affairs,中国农业农村部,中国农业农村部,高频补齐,政府部门正式名称
Jilin Normal Univ,吉林师范大学,吉林师范大学,高频补齐,高频缩写人工补齐
Jagiellonian Univ,雅盖隆大学,雅盖隆大学,高频补齐,高频缩写人工补齐
Hebei Univ Engn,河北工程大学,河北工程大学,高频补齐,高频缩写人工补齐
Zhejiang Gongshang Univ,浙江工商大学,浙江工商大学,高频补齐,高频缩写人工补齐
Mississippi State Univ,密西西比州立大学,密西西比州立大学,高频补齐,高频缩写人工补齐
Warsaw Univ Technol,华沙理工大学,华沙理工大学,高频补齐,高频缩写人工补齐
Korea Inst Ind Technol,韩国产业技术研究院,韩国产业技术研究院,高频补齐,高频缩写人工补齐
New Jersey Inst Technol,新泽西理工学院,新泽西理工学院,高频补齐,高频缩写人工补齐
Univ Southern Calif,南加州大学,南加州大学,高频补齐,高频缩写人工补齐
Univ Guelph,圭尔夫大学,圭尔夫大学,高频补齐,高频缩写人工补齐
Nazarbayev Univ,纳扎尔巴耶夫大学,纳扎尔巴耶夫大学,高频补齐,高频缩写人工补齐
Guangxi Normal Univ,广西师范大学,广西师范大学,高频补齐,高频缩写人工补齐
Brigham Young Univ,杨百翰大学,杨百翰大学,高频补齐,高频缩写人工补齐
Hubei Univ Technol,湖北工业大学,湖北工业大学,高频补齐,高频缩写人工补齐
Gdansk Univ Technol,格但斯克理工大学,格但斯克理工大学,高频补齐,高频缩写人工补齐
Shenyang Univ Technol,沈阳工业大学,沈阳工业大学,高频补齐,高频缩写人工补齐
Univ Autonoma Barcelona,巴塞罗那自治大学,巴塞罗那自治大学,高频补齐,高频缩写人工补齐
Sichuan Normal Univ,四川师范大学,四川师范大学,高频补齐,高频缩写人工补齐
ShanghaiTech Univ,上海科技大学,上海科技大学,高频补齐,高频缩写人工补齐
Sichuan Agr Univ,四川农业大学,四川农业大学,高频补齐,高频缩写人工补齐
Clemson Univ,克莱姆森大学,克莱姆森大学,高频补齐,高频缩写人工补齐
Xidian Univ,西安电子科技大学,西安电子科技大学,高频补齐,高频缩写人工补齐
Guangdong Acad Sci,广东省科学院,广东省科学院,高频补齐,高频缩写人工补齐
Chongqing Med Univ,重庆医科大学,重庆医科大学,高频补齐,高频缩写人工补齐
Oregon State Univ,俄勒冈州立大学,俄勒冈州立大学,高频补齐,高频缩写人工补齐
Hirosaki Univ,弘前大学,弘前大学,高频补齐,高频缩写人工补齐
Brunel Univ London,布鲁内尔大学伦敦,布鲁内尔大学伦敦,高频补齐,高频缩写人工补齐
Changqing Oilfield Company,中国石油长庆油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
Daqing Oilfield Co Ltd,中国石油大庆油田有限责任公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
CNPC Chuanqing Drilling Engn Co Ltd,中国石油集团川庆钻探工程有限公司,中国石油天然气集团有限公司,企业归并,集团下属工程公司归并至母集团
Sinopec Petr Explorat & Prod Res Inst,中国石化石油勘探开发研究院,中国石油化工股份有限公司,企业归并,研究院归并至中国石油化工股份有限公司
PetroChina Huabei Oilfield Company,中国石油华北油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
PetroChina Huabei Oilfield Co,中国石油华北油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
Xinjiang Oilfield Co,中国石油新疆油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
Xinjiang Oilfield Company,中国石油新疆油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
China Petr & Chem Corp,中国石油化工股份有限公司,中国石油化工股份有限公司,企业归并,公司英文简称归并至母公司
Liaohe Oilfield Company,中国石油辽河油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
Changqing Oilfield Co,中国石油长庆油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
Bohai Oilfield Research Institute,渤海油田研究院,中国海洋石油有限公司,企业归并,中海油系统研究机构归并至中国海洋石油有限公司
PetroChina Coalbed Methane Co Ltd,中国石油煤层气有限责任公司,中国石油天然气股份有限公司,企业归并,子公司归并至中国石油天然气股份有限公司
SINOPEC Fushun Research Institute of Petroleum and Petrochemicals,中国石化抚顺石油化工研究院,中国石油化工股份有限公司,企业归并,研究院归并至中国石油化工股份有限公司
China Oilfield Serv Ltd,中海油田服务股份有限公司,中海油田服务股份有限公司,企业归并,上市公司保持公司级标准名
CNPC Res Inst Safety & Environm Technol,中国石油集团安全环保技术研究院,中国石油天然气集团有限公司,企业归并,研究院归并至中国石油天然气集团有限公司
PetroChina Dagang Oilfield Company,中国石油大港油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
PetroChina Dagang Oilfield Co,中国石油大港油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
Huabei Oilfield Company,中国石油华北油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
PetroChina Qinghai Oilfield Company,中国石油青海油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
China National Petroleum Corporation,中国石油天然气集团有限公司,中国石油天然气集团有限公司,企业归并,公司正式英文名归并至母集团
CNOOC EnerTech-Drilling & Production Co,中海油能源发展钻采工程有限公司,中国海洋石油有限公司,企业归并,中海油下属公司归并至中国海洋石油有限公司
Tarim Oilfield Co,中国石油塔里木油田公司,中国石油天然气股份有限公司,企业归并,油田公司归并至中国石油天然气股份有限公司
Indian Oil Corp Ltd,印度石油公司,印度石油公司,企业归并,公司级主体保持公司名
ExxonMobil Res & Engn Co,埃克森美孚研究与工程公司,埃克森美孚公司,企业归并,企业研发机构归并至母公司
Univ Rovira & Virgili,罗维拉-维尔吉利大学,罗维拉-维尔吉利大学,高频补齐,高频缩写人工补齐
Univ Southern Queensland,南昆士兰大学,南昆士兰大学,高频补齐,高频缩写人工补齐
Univ Autonoma Metropolitana Iztapalapa,墨西哥自治都市大学伊斯塔帕拉帕校区,墨西哥自治都市大学,高频补齐,校区归并至母校
VTT Tech Res Ctr Finland,芬兰国家技术研究中心,芬兰国家技术研究中心,高频补齐,高频缩写人工补齐
Univ Jaen,哈恩大学,哈恩大学,高频补齐,高频缩写人工补齐
Univ Orleans,奥尔良大学,奥尔良大学,高频补齐,高频缩写人工补齐
Univ Calif Irvine,加州大学欧文分校,加州大学欧文分校,高频补齐,高频缩写人工补齐
Univ Ind Santander,桑坦德工业大学,桑坦德工业大学,高频补齐,高频缩写人工补齐
Univ Peshawar,白沙瓦大学,白沙瓦大学,高频补齐,高频缩写人工补齐
Univ Sharjah,沙迦大学,沙迦大学,高频补齐,高频缩写人工补齐
Yildiz Tech Univ,伊尔迪兹技术大学,伊尔迪兹技术大学,高频补齐,高频缩写人工补齐
Kazan Natl Res Technol Univ,喀山国家研究技术大学,喀山国家研究技术大学,高频补齐,高频缩写人工补齐
Univ Hull,赫尔大学,赫尔大学,高频补齐,高频缩写人工补齐
Ben Gurion Univ Negev,本-古里安大学,本-古里安大学,高频补齐,高频缩写人工补齐
Univ Amsterdam,阿姆斯特丹大学,阿姆斯特丹大学,高频补齐,高频缩写人工补齐
Univ Estadual Maringa,马林加州立大学,马林加州立大学,高频补齐,高频缩写人工补齐
Univ Kashan,卡尚大学,卡尚大学,高频补齐,高频缩写人工补齐
German Aerosp Ctr DLR,德国航空航天中心,德国航空航天中心,高频补齐,高频缩写人工补齐
Huaiyin Inst Technol,淮阴工学院,淮阴工学院,高频补齐,高频缩写人工补齐
Murdoch Univ,莫道克大学,莫道克大学,高频补齐,高频缩写人工补齐
Queen Mary Univ London,伦敦玛丽女王大学,伦敦玛丽女王大学,高频补齐,高频缩写人工补齐
Sogang Univ,西江大学,西江大学,高频补齐,高频缩写人工补齐
Univ Campinas UNICAMP,坎皮纳斯大学,坎皮纳斯大学,高频补齐,高频缩写人工补齐
Univ Chem & Technol Prague,布拉格化工大学,布拉格化工大学,高频补齐,高频缩写人工补齐
Univ Erlangen Nurnberg,埃尔朗根-纽伦堡大学,埃尔朗根-纽伦堡大学,高频补齐,高频缩写人工补齐
Univ Rey Juan Carlos,胡安卡洛斯国王大学,胡安卡洛斯国王大学,高频补齐,高频缩写人工补齐
Univ Santiago de Compostela,圣地亚哥-德孔波斯特拉大学,圣地亚哥-德孔波斯特拉大学,高频补齐,高频缩写人工补齐
Vienna Univ Technol,维也纳工业大学,维也纳工业大学,高频补齐,高频缩写人工补齐
Korea Res Inst Chem Technol KRICT,韩国化学研究院,韩国化学研究院,高频补齐,高频缩写人工补齐
Minist Agr,中国农业部,中国农业部,高频补齐,政府部门历史名称
Shengli Oilfield Co,中国石化胜利油田分公司,中国石油化工股份有限公司,企业归并,油田公司归并至中国石油化工股份有限公司
CSIR,科学与工业研究理事会（待区分国家）,科学与工业研究理事会（待区分国家）,用户复核回灌,原始缩写跨印度与南非等国家共用,复核回灌
Petr Inst,阿布扎比石油学院,阿布扎比石油学院,用户复核回灌,根据阿布扎比地址与石油学院官方校名判定,复核回灌
Ecole Polytech,综合理工学院（法国/加拿大待区分）,综合理工学院（法国/加拿大待区分）,用户复核回灌,原始简称同时对应法国综合理工学院与蒙特利尔理工学院,复核回灌
Univ Los Andes,洛斯安第斯大学（待区分国家）,洛斯安第斯大学（待区分国家）,用户复核回灌,原始简称同时对应哥伦比亚与委内瑞拉等国家,复核回灌
GLA Univ,格拉大学（印度）,格拉大学（印度）,用户复核回灌,根据印度马图拉地址与官方校名判定,复核回灌
Dong A Univ,东亚大学（韩国/越南待区分）,东亚大学（韩国/越南待区分）,用户复核回灌,原始简称跨韩国与越南同名高校,复核回灌
Minist Sci & Technol,科学技术部（待区分国家）,科学技术部（待区分国家）,用户复核回灌,原始部门简称跨中国巴基斯坦等国家共用,复核回灌
Fed Univ Technol,联邦理工大学（待区分国家）,联邦理工大学（待区分国家）,用户复核回灌,原始简称跨尼日利亚巴西等国家共用,复核回灌
Natl Def Univ,国防大学（待区分国家）,国防大学（待区分国家）,用户复核回灌,原始简称跨土耳其中国台湾马来西亚等地区共用,复核回灌
Dept Chem Engn,化学工程系,化学工程系（待区分所属机构）,用户复核回灌,部门级子单元需结合母机构再归并,复核回灌
Islamic Univ,伊斯兰大学（待区分国家）,伊斯兰大学（待区分国家）,用户复核回灌,原始简称跨伊拉克孟加拉国等国家共用,复核回灌
Univ Technol,科技大学（待区分国家）,科技大学（待区分国家）,用户复核回灌,原始简称跨澳大利亚马来西亚等国家共用,复核回灌
Xian Polytech Univ,西安工程大学,西安工程大学,高频补齐,高校官方中文名纠正
Anhui Polytech Univ,安徽工程大学,安徽工程大学,高频补齐,高校官方中文名纠正
Jiangxi Sci & Technol Normal Univ,江西科技师范大学,江西科技师范大学,高频补齐,高校官方中文名纠正
Tianjin Med Univ,天津医科大学,天津医科大学,高频补齐,高校官方中文名纠正
Nanjing Tech Univ NanjingTech,南京工业大学,南京工业大学,高频补齐,高校官方中文名纠正
Shanghai Polytech Univ,上海第二工业大学,上海第二工业大学,高频补齐,高校官方中文名纠正
Fujian Med Univ,福建医科大学,福建医科大学,高频补齐,高校官方中文名纠正
Harbin Med Univ,哈尔滨医科大学,哈尔滨医科大学,高频补齐,高校官方中文名纠正
Univ Calif Santa Cruz,加州大学圣克鲁斯分校,加州大学圣克鲁斯分校,高频补齐,高校官方中文名纠正
China Inst Water Resources & Hydropower Res,中国水利水电科学研究院,中国水利水电科学研究院,高频补齐,科研机构官方中文名纠正
Cent Res Inst Elect Power Ind,电力中央研究所,电力中央研究所,高频补齐,科研机构官方中文名纠正
